id_scenariusza,polityka,tryb,interwencja_operatora,czas_decyzji_s,ryzyko_bazowe,ryzyko_resztkowe,redukcja_wzgledna,pewnosc_ai,srodowisko,predkosc,ladunek,niepewnosc,nowosc_sytuacji
S082,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3655,0.3655,0.0,0.584,wspoldzielone,srednia,sredni,srednia,rzadkie
S083,Brak HITL,autonomia,False,1.8,0.3817,0.3817,0.0,0.513,wspoldzielone,srednia,sredni,wysoka,znane
S083,HITL informacyjny,monitorowanie,False,1.8,0.3817,0.3817,0.0,0.513,wspoldzielone,srednia,sredni,wysoka,znane
S083,Prawo weta operatora,weto,False,1.8,0.3817,0.3817,0.0,0.513,wspoldzielone,srednia,sredni,wysoka,znane
S083,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.3817,0.1958,0.487,0.513,wspoldzielone,srednia,sredni,wysoka,znane
S083,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3817,0.3817,0.0,0.513,wspoldzielone,srednia,sredni,wysoka,znane
S084,Brak HITL,autonomia,False,1.8,0.4305,0.4305,0.0,0.408,wspoldzielone,srednia,sredni,wysoka,rzadkie
S084,HITL informacyjny,monitorowanie,False,1.8,0.4305,0.4305,0.0,0.408,wspoldzielone,srednia,sredni,wysoka,rzadkie
S084,Prawo weta operatora,weto,False,1.8,0.4305,0.4305,0.0,0.408,wspoldzielone,srednia,sredni,wysoka,rzadkie
S084,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4305,0.2208,0.487,0.408,wspoldzielone,srednia,sredni,wysoka,rzadkie
S084,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.4305,0.2418,0.4384,0.408,wspoldzielone,srednia,sredni,wysoka,rzadkie
S085,Brak HITL,autonomia,False,1.8,0.2975,0.2975,0.0,0.838,wspoldzielone,srednia,ciezki,niska,znane
S085,HITL informacyjny,monitorowanie,False,1.8,0.2975,0.2975,0.0,0.838,wspoldzielone,srednia,ciezki,niska,znane
S085,Prawo weta operatora,weto,False,1.8,0.2975,0.2975,0.0,0.838,wspoldzielone,srednia,ciezki,niska,znane
S085,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2975,0.2975,0.0,0.838,wspoldzielone,srednia,ciezki,niska,znane
S085,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2975,0.2975,0.0,0.838,wspoldzielone,srednia,ciezki,niska,znane
S086,Brak HITL,autonomia,False,1.8,0.356,0.356,0.0,0.733,wspoldzielone,srednia,ciezki,niska,rzadkie
S086,HITL informacyjny,monitorowanie,False,1.8,0.356,0.356,0.0,0.733,wspoldzielone,srednia,ciezki,niska,rzadkie
S086,Prawo weta operatora,weto,False,1.8,0.356,0.356,0.0,0.733,wspoldzielone,srednia,ciezki,niska,rzadkie
S086,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.356,0.356,0.0,0.733,wspoldzielone,srednia,ciezki,niska,rzadkie
S086,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.356,0.356,0.0,0.733,wspoldzielone,srednia,ciezki,niska,rzadkie
S087,Brak HITL,autonomia,False,1.8,0.3628,0.3628,0.0,0.689,wspoldzielone,srednia,ciezki,srednia,znane
S087,HITL informacyjny,monitorowanie,False,1.8,0.3628,0.3628,0.0,0.689,wspoldzielone,srednia,ciezki,srednia,znane
S087,Prawo weta operatora,weto,False,1.8,0.3628,0.3628,0.0,0.689,wspoldzielone,srednia,ciezki,srednia,znane
S087,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3628,0.3628,0.0,0.689,wspoldzielone,srednia,ciezki,srednia,znane
S087,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3628,0.3628,0.0,0.689,wspoldzielone,srednia,ciezki,srednia,znane
S088,Brak HITL,autonomia,False,1.8,0.4224,0.4224,0.0,0.584,wspoldzielone,srednia,ciezki,srednia,rzadkie
S088,HITL informacyjny,monitorowanie,False,1.8,0.4224,0.4224,0.0,0.584,wspoldzielone,srednia,ciezki,srednia,rzadkie
S088,Prawo weta operatora,weto,False,1.8,0.4224,0.4224,0.0,0.584,wspoldzielone,srednia,ciezki,srednia,rzadkie
S088,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4224,0.4224,0.0,0.584,wspoldzielone,srednia,ciezki,srednia,rzadkie
S088,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4224,0.4224,0.0,0.584,wspoldzielone,srednia,ciezki,srednia,rzadkie
S089,Brak HITL,autonomia,False,1.8,0.4412,0.4412,0.0,0.513,wspoldzielone,srednia,ciezki,wysoka,znane
S089,HITL informacyjny,monitorowanie,False,1.8,0.4412,0.4412,0.0,0.513,wspoldzielone,srednia,ciezki,wysoka,znane
S089,Prawo weta operatora,weto,False,1.8,0.4412,0.4412,0.0,0.513,wspoldzielone,srednia,ciezki,wysoka,znane
S089,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4412,0.2263,0.487,0.513,wspoldzielone,srednia,ciezki,wysoka,znane
S089,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4412,0.4412,0.0,0.513,wspoldzielone,srednia,ciezki,wysoka,znane
S090,Brak HITL,autonomia,False,1.8,0.4976,0.4976,0.0,0.408,wspoldzielone,srednia,ciezki,wysoka,rzadkie
S090,HITL informacyjny,monitorowanie,False,1.8,0.4976,0.4976,0.0,0.408,wspoldzielone,srednia,ciezki,wysoka,rzadkie
S090,Prawo weta operatora,weto,False,1.8,0.4976,0.4976,0.0,0.408,wspoldzielone,srednia,ciezki,wysoka,rzadkie
S090,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4976,0.2553,0.487,0.408,wspoldzielone,srednia,ciezki,wysoka,rzadkie
S090,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.4976,0.2795,0.4384,0.408,wspoldzielone,srednia,ciezki,wysoka,rzadkie
S091,Brak HITL,autonomia,False,1.8,0.3493,0.3493,0.0,0.838,wspoldzielone,wysoka,lekki,niska,znane
S091,HITL informacyjny,monitorowanie,False,1.8,0.3493,0.3493,0.0,0.838,wspoldzielone,wysoka,lekki,niska,znane
S091,Prawo weta operatora,weto,False,1.8,0.3493,0.3493,0.0,0.838,wspoldzielone,wysoka,lekki,niska,znane
S091,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3493,0.3493,0.0,0.838,wspoldzielone,wysoka,lekki,niska,znane
S091,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3493,0.3493,0.0,0.838,wspoldzielone,wysoka,lekki,niska,znane
S092,Brak HITL,autonomia,False,1.8,0.4017,0.4017,0.0,0.733,wspoldzielone,wysoka,lekki,niska,rzadkie
S092,HITL informacyjny,monitorowanie,False,1.8,0.4017,0.4017,0.0,0.733,wspoldzielone,wysoka,lekki,niska,rzadkie
S092,Prawo weta operatora,weto,False,1.8,0.4017,0.4017,0.0,0.733,wspoldzielone,wysoka,lekki,niska,rzadkie
S092,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4017,0.4017,0.0,0.733,wspoldzielone,wysoka,lekki,niska,rzadkie
S092,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4017,0.4017,0.0,0.733,wspoldzielone,wysoka,lekki,niska,rzadkie
S093,Brak HITL,autonomia,False,1.8,0.4075,0.4075,0.0,0.689,wspoldzielone,wysoka,lekki,srednia,znane
S093,HITL informacyjny,monitorowanie,False,1.8,0.4075,0.4075,0.0,0.689,wspoldzielone,wysoka,lekki,srednia,znane
S093,Prawo weta operatora,weto,False,1.8,0.4075,0.4075,0.0,0.689,wspoldzielone,wysoka,lekki,srednia,znane
S093,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4075,0.4075,0.0,0.689,wspoldzielone,wysoka,lekki,srednia,znane
S093,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4075,0.4075,0.0,0.689,wspoldzielone,wysoka,lekki,srednia,znane
S094,Brak HITL,autonomia,False,1.8,0.4564,0.4564,0.0,0.584,wspoldzielone,wysoka,lekki,srednia,rzadkie
S094,HITL informacyjny,monitorowanie,False,1.8,0.4564,0.4564,0.0,0.584,wspoldzielone,wysoka,lekki,srednia,rzadkie
S094,Prawo weta operatora,weto,False,1.8,0.4564,0.4564,0.0,0.584,wspoldzielone,wysoka,lekki,srednia,rzadkie
S094,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4564,0.4564,0.0,0.584,wspoldzielone,wysoka,lekki,srednia,rzadkie
S094,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4564,0.4564,0.0,0.584,wspoldzielone,wysoka,lekki,srednia,rzadkie
S095,Brak HITL,autonomia,False,1.8,0.471,0.471,0.0,0.513,wspoldzielone,wysoka,lekki,wysoka,znane
S095,HITL informacyjny,monitorowanie,False,1.8,0.471,0.471,0.0,0.513,wspoldzielone,wysoka,lekki,wysoka,znane
S095,Prawo weta operatora,weto,False,1.8,0.471,0.471,0.0,0.513,wspoldzielone,wysoka,lekki,wysoka,znane
S095,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.471,0.2416,0.487,0.513,wspoldzielone,wysoka,lekki,wysoka,znane
S095,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.471,0.471,0.0,0.513,wspoldzielone,wysoka,lekki,wysoka,znane
S096,Brak HITL,autonomia,False,1.8,0.5129,0.5129,0.0,0.408,wspoldzielone,wysoka,lekki,wysoka,rzadkie
S096,HITL informacyjny,monitorowanie,False,1.8,0.5129,0.5129,0.0,0.408,wspoldzielone,wysoka,lekki,wysoka,rzadkie
S096,Prawo weta operatora,weto,False,1.8,0.5129,0.5129,0.0,0.408,wspoldzielone,wysoka,lekki,wysoka,rzadkie
S096,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.5129,0.2631,0.487,0.408,wspoldzielone,wysoka,lekki,wysoka,rzadkie
S096,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.5129,0.288,0.4384,0.408,wspoldzielone,wysoka,lekki,wysoka,rzadkie
S097,Brak HITL,autonomia,False,1.8,0.399,0.399,0.0,0.838,wspoldzielone,wysoka,sredni,niska,znane
S097,HITL informacyjny,monitorowanie,False,1.8,0.399,0.399,0.0,0.838,wspoldzielone,wysoka,sredni,niska,znane
S097,Prawo weta operatora,weto,False,1.8,0.399,0.399,0.0,0.838,wspoldzielone,wysoka,sredni,niska,znane
S097,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.399,0.399,0.0,0.838,wspoldzielone,wysoka,sredni,niska,znane
S097,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.399,0.399,0.0,0.838,wspoldzielone,wysoka,sredni,niska,znane
S098,Brak HITL,autonomia,False,1.8,0.4588,0.4588,0.0,0.733,wspoldzielone,wysoka,sredni,niska,rzadkie
S098,HITL informacyjny,monitorowanie,False,1.8,0.4588,0.4588,0.0,0.733,wspoldzielone,wysoka,sredni,niska,rzadkie
S098,Prawo weta operatora,weto,False,1.8,0.4588,0.4588,0.0,0.733,wspoldzielone,wysoka,sredni,niska,rzadkie
S098,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4588,0.4588,0.0,0.733,wspoldzielone,wysoka,sredni,niska,rzadkie
S098,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4588,0.4588,0.0,0.733,wspoldzielone,wysoka,sredni,niska,rzadkie
S099,Brak HITL,autonomia,False,1.8,0.4655,0.4655,0.0,0.689,wspoldzielone,wysoka,sredni,srednia,znane
S099,HITL informacyjny,monitorowanie,False,1.8,0.4655,0.4655,0.0,0.689,wspoldzielone,wysoka,sredni,srednia,znane
S099,Prawo weta operatora,weto,False,1.8,0.4655,0.4655,0.0,0.689,wspoldzielone,wysoka,sredni,srednia,znane
S099,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4655,0.2388,0.487,0.689,wspoldzielone,wysoka,sredni,srednia,znane
S099,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4655,0.4655,0.0,0.689,wspoldzielone,wysoka,sredni,srednia,znane
S100,Brak HITL,autonomia,False,1.8,0.5213,0.5213,0.0,0.584,wspoldzielone,wysoka,sredni,srednia,rzadkie
S100,HITL informacyjny,monitorowanie,False,1.8,0.5213,0.5213,0.0,0.584,wspoldzielone,wysoka,sredni,srednia,rzadkie
S100,Prawo weta operatora,weto,False,1.8,0.5213,0.5213,0.0,0.584,wspoldzielone,wysoka,sredni,srednia,rzadkie
S100,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.5213,0.2674,0.487,0.584,wspoldzielone,wysoka,sredni,srednia,rzadkie
S100,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.5213,0.2928,0.4384,0.584,wspoldzielone,wysoka,sredni,srednia,rzadkie
S101,Brak HITL,autonomia,False,1.8,0.538,0.538,0.0,0.513,wspoldzielone,wysoka,sredni,wysoka,znane
S101,HITL informacyjny,monitorowanie,False,1.8,0.538,0.538,0.0,0.513,wspoldzielone,wysoka,sredni,wysoka,znane
S101,Prawo weta operatora,weto,False,1.8,0.538,0.538,0.0,0.513,wspoldzielone,wysoka,sredni,wysoka,znane
S101,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.538,0.276,0.487,0.513,wspoldzielone,wysoka,sredni,wysoka,znane
S101,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.538,0.3021,0.4384,0.513,wspoldzielone,wysoka,sredni,wysoka,znane
S102,Brak HITL,autonomia,False,1.8,0.5859,0.5859,0.0,0.408,wspoldzielone,wysoka,sredni,wysoka,rzadkie
S102,HITL informacyjny,monitorowanie,False,1.8,0.5859,0.5859,0.0,0.408,wspoldzielone,wysoka,sredni,wysoka,rzadkie
S102,Prawo weta operatora,weto,True,8.8,0.5859,0.392,0.331,0.408,wspoldzielone,wysoka,sredni,wysoka,rzadkie
S102,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.5859,0.3006,0.487,0.408,wspoldzielone,wysoka,sredni,wysoka,rzadkie
S102,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.5859,0.329,0.4384,0.408,wspoldzielone,wysoka,sredni,wysoka,rzadkie
S103,Brak HITL,autonomia,False,1.8,0.452,0.452,0.0,0.838,wspoldzielone,wysoka,ciezki,niska,znane
S103,HITL informacyjny,monitorowanie,False,1.8,0.452,0.452,0.0,0.838,wspoldzielone,wysoka,ciezki,niska,znane
S103,Prawo weta operatora,weto,False,1.8,0.452,0.452,0.0,0.838,wspoldzielone,wysoka,ciezki,niska,znane
S103,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.452,0.452,0.0,0.838,wspoldzielone,wysoka,ciezki,niska,znane
S103,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.452,0.452,0.0,0.838,wspoldzielone,wysoka,ciezki,niska,znane
S104,Brak HITL,autonomia,False,1.8,0.5197,0.5197,0.0,0.733,wspoldzielone,wysoka,ciezki,niska,rzadkie
S104,HITL informacyjny,monitorowanie,False,1.8,0.5197,0.5197,0.0,0.733,wspoldzielone,wysoka,ciezki,niska,rzadkie
S104,Prawo weta operatora,weto,False,1.8,0.5197,0.5197,0.0,0.733,wspoldzielone,wysoka,ciezki,niska,rzadkie
S104,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.5197,0.2666,0.487,0.733,wspoldzielone,wysoka,ciezki,niska,rzadkie
S104,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.5197,0.5197,0.0,0.733,wspoldzielone,wysoka,ciezki,niska,rzadkie
S105,Brak HITL,autonomia,False,1.8,0.5273,0.5273,0.0,0.689,wspoldzielone,wysoka,ciezki,srednia,znane
S105,HITL informacyjny,monitorowanie,False,1.8,0.5273,0.5273,0.0,0.689,wspoldzielone,wysoka,ciezki,srednia,znane
S105,Prawo weta operatora,weto,False,1.8,0.5273,0.5273,0.0,0.689,wspoldzielone,wysoka,ciezki,srednia,znane
S105,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.5273,0.2705,0.487,0.689,wspoldzielone,wysoka,ciezki,srednia,znane
S105,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.5273,0.2961,0.4384,0.689,wspoldzielone,wysoka,ciezki,srednia,znane
S106,Brak HITL,autonomia,False,1.8,0.5905,0.5905,0.0,0.584,wspoldzielone,wysoka,ciezki,srednia,rzadkie
S106,HITL informacyjny,monitorowanie,False,1.8,0.5905,0.5905,0.0,0.584,wspoldzielone,wysoka,ciezki,srednia,rzadkie
S106,Prawo weta operatora,weto,True,8.8,0.5905,0.395,0.331,0.584,wspoldzielone,wysoka,ciezki,srednia,rzadkie
S106,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.5905,0.3029,0.487,0.584,wspoldzielone,wysoka,ciezki,srednia,rzadkie
S106,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.5905,0.3316,0.4384,0.584,wspoldzielone,wysoka,ciezki,srednia,rzadkie
S107,Brak HITL,autonomia,False,1.8,0.6095,0.6095,0.0,0.513,wspoldzielone,wysoka,ciezki,wysoka,znane
S107,HITL informacyjny,monitorowanie,False,1.8,0.6095,0.6095,0.0,0.513,wspoldzielone,wysoka,ciezki,wysoka,znane
S107,Prawo weta operatora,weto,True,8.8,0.6095,0.4078,0.331,0.513,wspoldzielone,wysoka,ciezki,wysoka,znane
S107,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.6095,0.3127,0.487,0.513,wspoldzielone,wysoka,ciezki,wysoka,znane
S107,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.6095,0.3423,0.4384,0.513,wspoldzielone,wysoka,ciezki,wysoka,znane
S108,Brak HITL,autonomia,False,1.8,0.6637,0.6637,0.0,0.408,wspoldzielone,wysoka,ciezki,wysoka,rzadkie
S108,HITL informacyjny,monitorowanie,False,1.8,0.6637,0.6637,0.0,0.408,wspoldzielone,wysoka,ciezki,wysoka,rzadkie
S108,Prawo weta operatora,weto,True,8.8,0.6637,0.444,0.331,0.408,wspoldzielone,wysoka,ciezki,wysoka,rzadkie
S108,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.6637,0.3405,0.487,0.408,wspoldzielone,wysoka,ciezki,wysoka,rzadkie
S108,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.6637,0.3727,0.4384,0.408,wspoldzielone,wysoka,ciezki,wysoka,rzadkie
S109,Brak HITL,autonomia,False,1.8,0.2948,0.2948,0.0,0.783,zatloczone,niska,lekki,niska,znane
S109,HITL informacyjny,monitorowanie,False,1.8,0.2948,0.2948,0.0,0.783,zatloczone,niska,lekki,niska,znane
S109,Prawo weta operatora,weto,False,1.8,0.2948,0.2948,0.0,0.783,zatloczone,niska,lekki,niska,znane
S109,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.2948,0.2948,0.0,0.783,zatloczone,niska,lekki,niska,znane
S109,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.2948,0.2948,0.0,0.783,zatloczone,niska,lekki,niska,znane
S110,Brak HITL,autonomia,False,1.8,0.3343,0.3343,0.0,0.678,zatloczone,niska,lekki,niska,rzadkie
S110,HITL informacyjny,monitorowanie,False,1.8,0.3343,0.3343,0.0,0.678,zatloczone,niska,lekki,niska,rzadkie
S110,Prawo weta operatora,weto,False,1.8,0.3343,0.3343,0.0,0.678,zatloczone,niska,lekki,niska,rzadkie
S110,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3343,0.3343,0.0,0.678,zatloczone,niska,lekki,niska,rzadkie
S110,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3343,0.3343,0.0,0.678,zatloczone,niska,lekki,niska,rzadkie
S111,Brak HITL,autonomia,False,1.8,0.3387,0.3387,0.0,0.635,zatloczone,niska,lekki,srednia,znane
S111,HITL informacyjny,monitorowanie,False,1.8,0.3387,0.3387,0.0,0.635,zatloczone,niska,lekki,srednia,znane
S111,Prawo weta operatora,weto,False,1.8,0.3387,0.3387,0.0,0.635,zatloczone,niska,lekki,srednia,znane
S111,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3387,0.3387,0.0,0.635,zatloczone,niska,lekki,srednia,znane
S111,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3387,0.3387,0.0,0.635,zatloczone,niska,lekki,srednia,znane
S112,Brak HITL,autonomia,False,1.8,0.3745,0.3745,0.0,0.53,zatloczone,niska,lekki,srednia,rzadkie
S112,HITL informacyjny,monitorowanie,False,1.8,0.3745,0.3745,0.0,0.53,zatloczone,niska,lekki,srednia,rzadkie
S112,Prawo weta operatora,weto,False,1.8,0.3745,0.3745,0.0,0.53,zatloczone,niska,lekki,srednia,rzadkie
S112,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3745,0.3745,0.0,0.53,zatloczone,niska,lekki,srednia,rzadkie
S112,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3745,0.3745,0.0,0.53,zatloczone,niska,lekki,srednia,rzadkie
S113,Brak HITL,autonomia,False,1.8,0.385,0.385,0.0,0.459,zatloczone,niska,lekki,wysoka,znane
S113,HITL informacyjny,monitorowanie,False,1.8,0.385,0.385,0.0,0.459,zatloczone,niska,lekki,wysoka,znane
S113,Prawo weta operatora,weto,False,1.8,0.385,0.385,0.0,0.459,zatloczone,niska,lekki,wysoka,znane
S113,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.385,0.1975,0.487,0.459,zatloczone,niska,lekki,wysoka,znane
S113,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.385,0.2162,0.4384,0.459,zatloczone,niska,lekki,wysoka,znane
S114,Brak HITL,autonomia,False,1.8,0.4147,0.4147,0.0,0.354,zatloczone,niska,lekki,wysoka,rzadkie
S114,HITL informacyjny,monitorowanie,False,1.8,0.4147,0.4147,0.0,0.354,zatloczone,niska,lekki,wysoka,rzadkie
S114,Prawo weta operatora,weto,True,8.8,0.4147,0.2774,0.331,0.354,zatloczone,niska,lekki,wysoka,rzadkie
S114,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4147,0.2127,0.487,0.354,zatloczone,niska,lekki,wysoka,rzadkie
S114,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.4147,0.2329,0.4384,0.354,zatloczone,niska,lekki,wysoka,rzadkie
S115,Brak HITL,autonomia,False,1.8,0.3489,0.3489,0.0,0.783,zatloczone,niska,sredni,niska,znane
S115,HITL informacyjny,monitorowanie,False,1.8,0.3489,0.3489,0.0,0.783,zatloczone,niska,sredni,niska,znane
S115,Prawo weta operatora,weto,False,1.8,0.3489,0.3489,0.0,0.783,zatloczone,niska,sredni,niska,znane
S115,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3489,0.3489,0.0,0.783,zatloczone,niska,sredni,niska,znane
S115,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3489,0.3489,0.0,0.783,zatloczone,niska,sredni,niska,znane
S116,Brak HITL,autonomia,False,1.8,0.3956,0.3956,0.0,0.678,zatloczone,niska,sredni,niska,rzadkie
S116,HITL informacyjny,monitorowanie,False,1.8,0.3956,0.3956,0.0,0.678,zatloczone,niska,sredni,niska,rzadkie
S116,Prawo weta operatora,weto,False,1.8,0.3956,0.3956,0.0,0.678,zatloczone,niska,sredni,niska,rzadkie
S116,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.3956,0.3956,0.0,0.678,zatloczone,niska,sredni,niska,rzadkie
S116,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.3956,0.3956,0.0,0.678,zatloczone,niska,sredni,niska,rzadkie
S117,Brak HITL,autonomia,False,1.8,0.4007,0.4007,0.0,0.635,zatloczone,niska,sredni,srednia,znane
S117,HITL informacyjny,monitorowanie,False,1.8,0.4007,0.4007,0.0,0.635,zatloczone,niska,sredni,srednia,znane
S117,Prawo weta operatora,weto,False,1.8,0.4007,0.4007,0.0,0.635,zatloczone,niska,sredni,srednia,znane
S117,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4007,0.4007,0.0,0.635,zatloczone,niska,sredni,srednia,znane
S117,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4007,0.4007,0.0,0.635,zatloczone,niska,sredni,srednia,znane
S118,Brak HITL,autonomia,False,1.8,0.4431,0.4431,0.0,0.53,zatloczone,niska,sredni,srednia,rzadkie
S118,HITL informacyjny,monitorowanie,False,1.8,0.4431,0.4431,0.0,0.53,zatloczone,niska,sredni,srednia,rzadkie
S118,Prawo weta operatora,weto,False,1.8,0.4431,0.4431,0.0,0.53,zatloczone,niska,sredni,srednia,rzadkie
S118,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4431,0.4431,0.0,0.53,zatloczone,niska,sredni,srednia,rzadkie
S118,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4431,0.4431,0.0,0.53,zatloczone,niska,sredni,srednia,rzadkie
S119,Brak HITL,autonomia,False,1.8,0.4556,0.4556,0.0,0.459,zatloczone,niska,sredni,wysoka,znane
S119,HITL informacyjny,monitorowanie,False,1.8,0.4556,0.4556,0.0,0.459,zatloczone,niska,sredni,wysoka,znane
S119,Prawo weta operatora,weto,False,1.8,0.4556,0.4556,0.0,0.459,zatloczone,niska,sredni,wysoka,znane
S119,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4556,0.2337,0.487,0.459,zatloczone,niska,sredni,wysoka,znane
S119,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.4556,0.2559,0.4384,0.459,zatloczone,niska,sredni,wysoka,znane
S120,Brak HITL,autonomia,False,1.8,0.4907,0.4907,0.0,0.354,zatloczone,niska,sredni,wysoka,rzadkie
S120,HITL informacyjny,monitorowanie,False,1.8,0.4907,0.4907,0.0,0.354,zatloczone,niska,sredni,wysoka,rzadkie
S120,Prawo weta operatora,weto,True,8.8,0.4907,0.3283,0.331,0.354,zatloczone,niska,sredni,wysoka,rzadkie
S120,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4907,0.2517,0.487,0.354,zatloczone,niska,sredni,wysoka,rzadkie
S120,Adaptacyjny HITL,ryzyko plus niepewność,True,10.3,0.4907,0.2756,0.4384,0.354,zatloczone,niska,sredni,wysoka,rzadkie
S121,Brak HITL,autonomia,False,1.8,0.4065,0.4065,0.0,0.783,zatloczone,niska,ciezki,niska,znane
S121,HITL informacyjny,monitorowanie,False,1.8,0.4065,0.4065,0.0,0.783,zatloczone,niska,ciezki,niska,znane
S121,Prawo weta operatora,weto,False,1.8,0.4065,0.4065,0.0,0.783,zatloczone,niska,ciezki,niska,znane
S121,Zatwierdzenie przed ruchem,akceptacja,False,1.8,0.4065,0.4065,0.0,0.783,zatloczone,niska,ciezki,niska,znane
S121,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4065,0.4065,0.0,0.783,zatloczone,niska,ciezki,niska,znane
S122,Brak HITL,autonomia,False,1.8,0.4609,0.4609,0.0,0.678,zatloczone,niska,ciezki,niska,rzadkie
S122,HITL informacyjny,monitorowanie,False,1.8,0.4609,0.4609,0.0,0.678,zatloczone,niska,ciezki,niska,rzadkie
S122,Prawo weta operatora,weto,False,1.8,0.4609,0.4609,0.0,0.678,zatloczone,niska,ciezki,niska,rzadkie
S122,Zatwierdzenie przed ruchem,akceptacja,True,13.8,0.4609,0.2364,0.487,0.678,zatloczone,niska,ciezki,niska,rzadkie
S122,Adaptacyjny HITL,ryzyko plus niepewność,False,1.8,0.4609,0.4609,0.0,0.678,zatloczone,niska,ciezki,niska,rzadkie
S123,Brak HITL,autonomia,False,1.8,0.4669,0.4669,0.0,0.635,zatloczone,niska,ciezki,srednia,znane
S123,HITL informacyjny,monitorowanie,False,1.8,0.4669,0.4669,0.0,0.635,zatloczone,niska,ciezki,srednia,znane
